timestamp,region,region_code,year,month,day,hour,day_of_week,day_of_year,temperature_f,humidity,wind_speed_mph,cloud_cover,demand_mw
2023-01-01 00:00:00,California,CAISO,2023,1,1,0,6,1,36.42988978193179,32.51086088479397,12.967118826303713,24.95381713284702,17254.475370573455
2023-01-01 01:00:00,California,CAISO,2023,1,1,1,6,1,34.16256935488957,35.270398694309236,2.711447885048917,56.73546948507785,17364.37420225338
2023-01-01 02:00:00,California,CAISO,2023,1,1,2,6,1,38.105584092014126,45.177015533478354,2.2572316702046393,14.01385158631384,16811.429844761813
2023-01-01 03:00:00,California,CAISO,2023,1,1,3,6,1,42.878298346026575,45.94646860905008,12.706624996991913,28.699450588312825,16315.698657006275
2023-01-01 04:00:00,California,CAISO,2023,1,1,4,6,1,37.506419670993516,60.58511991805042,5.948586830362623,13.48701749081052,
2023-01-01 05:00:00,California,CAISO,2023,1,1,5,6,1,39.43593298126997,36.51987173752784,10.801067168491803,46.0723795506964,17771.24819818646
2023-01-01 06:00:00,California,CAISO,2023,1,1,6,6,1,48.759884431916426,45.1435640328731,3.5560556844376756,34.386272577166885,18832.06877384306
2023-01-01 07:00:00,California,CAISO,2023,1,1,7,6,1,47.58332444731866,36.3524951817852,6.1707440857730615,46.89086724037465,20678.759220495365
2023-01-01 08:00:00,California,CAISO,2023,1,1,8,6,1,44.565135626147054,40.88662761273443,9.151204352070108,62.71845065717396,21891.009766359348
2023-01-01 09:00:00,California,CAISO,2023,1,1,9,6,1,50.2701275937231,58.299642678996356,3.6362626361439374,13.1240556451565,25885.962707906307
2023-01-01 10:00:00,California,CAISO,2023,1,1,10,6,1,47.51756562891252,35.73717665319373,3.3222254098984387,27.792875494632735,31690.611991087004
2023-01-01 11:00:00,California,CAISO,2023,1,1,11,6,1,48.30752076591838,49.52420583098432,7.924413343067538,31.364871086444566,27765.521047985734
2023-01-01 12:00:00,California,CAISO,2023,1,1,12,6,1,51.410882256151,47.971125310556786,2.4376777202033355,10.425819880836988,26967.9959345519
2023-01-01 13:00:00,California,CAISO,2023,1,1,13,6,1,42.517318801568216,44.63449502757599,4.608292406456073,21.796428037999167,27373.855596981048
2023-01-01 14:00:00,California,CAISO,2023,1,1,14,6,1,42.47156507011024,48.98335942397556,12.250493846826602,15.222175369114431,27563.723882631504
2023-01-01 15:00:00,California,CAISO,2023,1,1,15,6,1,45.850737302415354,35.54770338289534,9.907611826348585,54.208525818561085,27686.915289313245
2023-01-01 16:00:00,California,CAISO,2023,1,1,16,6,1,,58.078446500870115,11.884430126389562,45.97517320023232,27357.91797683936
2023-01-01 17:00:00,California,CAISO,2023,1,1,17,6,1,45.77057486108812,60.22663039942982,9.618783043604536,19.876288011645418,26184.701504602497
2023-01-01 18:00:00,California,CAISO,2023,1,1,18,6,1,38.81093686780201,45.20470402051616,0.6919054607004927,22.49852012286726,24636.55604591484
2023-01-01 19:00:00,California,CAISO,2023,1,1,19,6,1,34.72326600372553,64.21271548335008,3.035897284425979,14.979743904932016,24525.065958569077
2023-01-01 20:00:00,California,CAISO,2023,1,1,20,6,1,44.305628245573075,41.63564298604229,4.6126384393577515,48.61425404524187,22386.290101879822
2023-01-01 21:00:00,California,CAISO,2023,1,1,21,6,1,35.883073718448344,48.031322389291894,16.96344493395748,23.68939328697344,21791.21430121231
2023-01-01 22:00:00,California,CAISO,2023,1,1,22,6,1,35.78494275836305,56.28297894863776,12.585653030404583,35.53983618377195,17949.86723893249
2023-01-01 23:00:00,California,CAISO,2023,1,1,23,6,1,29.016633814720485,41.155830756658375,15.58398156770603,43.047694976329986,18869.88263356758
2023-01-02 00:00:00,California,CAISO,2023,1,2,0,0,2,32.34045999845087,33.60339141273704,14.74596855935732,49.43597506934784,20356.11944859861
2023-01-02 01:00:00,California,CAISO,2023,1,2,1,0,2,35.23427464507851,31.76204735882171,12.461858778377053,20.042342933036174,20643.149788494025
2023-01-02 02:00:00,California,CAISO,2023,1,2,2,0,2,30.985813356586878,61.14239639499381,3.4760504332796924,25.777964439987063,20407.905515446648
2023-01-02 03:00:00,California,CAISO,2023,1,2,3,0,2,38.3639287204419,40.42358667866232,7.178504511738477,17.087675694029368,20621.26564434094
2023-01-02 04:00:00,California,CAISO,2023,1,2,4,0,2,36.115436136876376,43.169889776424554,5.548952568232297,29.9729795629201,20020.374163406846
2023-01-02 05:00:00,California,CAISO,2023,1,2,5,0,2,39.28066353655832,35.753671257204104,4.920730142958837,32.797527174252224,20280.834256534326
2023-01-02 06:00:00,California,CAISO,2023,1,2,6,0,2,40.11116444763401,52.24249811840605,14.226248178949797,25.35855550852692,23277.417855337357
2023-01-02 07:00:00,California,CAISO,2023,1,2,7,0,2,51.99765599540751,38.40330500997587,9.409586601290792,23.148859969825487,23868.033259638203
2023-01-02 08:00:00,California,CAISO,2023,1,2,8,0,2,46.46400199759986,40.725679662481966,5.786764314862163,12.324919609833056,25823.350267499154
2023-01-02 09:00:00,California,CAISO,2023,1,2,9,0,2,43.944001430220375,47.05194723910183,14.920249730017206,24.398466360605102,29949.35083528512
2023-01-02 10:00:00,California,CAISO,2023,1,2,10,0,2,52.736373775239855,36.14341646580796,3.491711999509919,22.823212383568592,
2023-01-02 11:00:00,California,CAISO,2023,1,2,11,0,2,45.36202290698006,43.22712572765874,11.446149825870295,2.3889506034920798,30402.632946044447
2023-01-02 12:00:00,California,CAISO,2023,1,2,12,0,2,51.35344527657062,55.873460599798705,2.0106350703332367,41.091100944181115,30397.32278989974
